,exploration_rate,discount_factor,learning_factor,mean_normed_time_left,std_normed_time_left,mean_normed_n_penalties,std_normed_n_penalties,mean_normed_cumulative_reward,std_normed_cumulative_reward,dest_reached_rate
48,0.1,0.446153846154,8.0,0.0266052164502,0.183208721915,0.00865220779221,0.0232617349846,0.142491728896,0.245377895092,0.11975
49,0.1,0.469230769231,1.0,0.0219407467532,0.174043261893,0.00861573232323,0.0235699684764,0.13646856241,0.251393172295,0.1135
50,0.1,0.469230769231,4.5,0.00799626082251,0.153865082659,0.00981642857143,0.0266972318249,0.124504881854,0.222196422998,0.08925
51,0.1,0.469230769231,8.0,0.0258538654401,0.180728485329,0.00840427128427,0.0225866033665,0.142410470779,0.258148358703,0.12075
52,0.1,0.492307692308,1.0,0.0280443668831,0.182157502503,0.00845528860029,0.0213171428888,0.147913145743,0.256447745096,0.12275
53,0.1,0.492307692308,4.5,0.0455567983405,0.202993739404,0.00889205988456,0.023078883912,0.177551771284,0.278767921335,0.159
54,0.1,0.492307692308,8.0,0.0465986634199,0.200603913292,0.00818489718615,0.0220138151691,0.188262719156,0.283856882594,0.1645
55,0.1,0.515384615385,1.0,0.0328979004329,0.18869539664,0.00817121212121,0.0218992318092,0.159601975108,0.26266491461,0.1355
56,0.1,0.515384615385,4.5,0.0743885804473,0.229716346922,0.00841552128427,0.0227166193963,0.213019976551,0.318772853501,0.21475
57,0.1,0.515384615385,8.0,0.0534461580087,0.210024898614,0.00834169191919,0.0225224855189,0.186734733947,0.295533477076,0.17725
58,0.1,0.538461538462,1.0,0.0224423484848,0.176125441597,0.00839450036075,0.021165485583,0.129492541486,0.240961086794,0.1105
59,0.1,0.538461538462,4.5,0.0320754329004,0.187257441139,0.00867226190476,0.0233036542465,0.156717300685,0.267520626375,0.13375
60,0.1,0.538461538462,8.0,0.0273297979798,0.182677627957,0.00907020743146,0.0240634821433,0.156461377165,0.256546297211,0.12375
61,0.1,0.561538461538,1.0,0.0258070887446,0.177288287835,0.00841939213564,0.022462619315,0.141628906926,0.254583650426,0.1245
62,0.1,0.561538461538,4.5,0.0586122655123,0.213218175147,0.0092300974026,0.0248427904618,0.194161624278,0.30023469388,0.18775
63,0.1,0.561538461538,8.0,0.00795426587302,0.153715798788,0.00840763167388,0.0223913148837,0.127127141955,0.225772384833,0.08975
64,0.1,0.584615384615,1.0,0.0413105898268,0.196360440245,0.00849942821068,0.0222263569922,0.181598561508,0.279921222093,0.154
65,0.1,0.584615384615,4.5,0.0456736327561,0.206893833885,0.0102951641414,0.0280135560941,0.171747187951,0.26895985348,0.15325
66,0.1,0.584615384615,8.0,0.0105771194084,0.160097666991,0.00858447150072,0.0226818437435,0.122325570887,0.230439403581,0.0925
67,0.1,0.607692307692,1.0,0.0430565873016,0.200224429955,0.0086067478355,0.0227662259923,0.170999880952,0.276194935246,0.1535
68,0.1,0.607692307692,4.5,0.0256164159452,0.183002899735,0.0101515277778,0.0274277436885,0.138929015152,0.248546767789,0.11575
69,0.1,0.607692307692,8.0,0.0133311147186,0.165255295716,0.0087685515873,0.0239497364839,0.124782158189,0.226164400421,0.094
70,0.1,0.630769230769,1.0,0.0525527362915,0.206271865138,0.00958279401154,0.0246717385884,0.187976090368,0.292135586101,0.179
71,0.1,0.630769230769,4.5,0.00785782828283,0.157153921467,0.00956666486291,0.0260993268791,0.120039434524,0.224337834842,0.08575
72,0.1,0.630769230769,8.0,0.0380281890332,0.19258256742,0.00873813131313,0.0222318454975,0.161519761905,0.27482179359,0.149
73,0.1,0.653846153846,1.0,0.0331593001443,0.189213578641,0.00855669191919,0.0224510523564,0.14698612013,0.267759633867,0.134
74,0.1,0.653846153846,4.5,0.00851502525253,0.155793163116,0.00858702922078,0.0236011066716,0.128151367244,0.227647315838,0.08875
75,0.1,0.653846153846,8.0,0.0276644787157,0.181070837737,0.00815604437229,0.0223100822846,0.147660947872,0.257685303091,0.12425
76,0.1,0.676923076923,1.0,0.0366925829726,0.190278046706,0.00853674242424,0.0218827136691,0.157732555916,0.26565978308,0.1435
77,0.1,0.676923076923,4.5,0.0198923160173,0.173500984853,0.00986812049062,0.0264831177464,0.144115784632,0.258285027445,0.109
78,0.1,0.676923076923,8.0,0.041667034632,0.197550402888,0.00854357142857,0.0231622001948,0.174419306457,0.277798285726,0.1535
79,0.1,0.7,1.0,0.0276557088745,0.18184416255,0.0100075974026,0.0249145636776,0.153449184704,0.267956871963,0.12925
80,0.1,0.7,4.5,0.0494103607504,0.205361100192,0.00807771464646,0.0227665540547,0.176564251443,0.285262152082,0.167
81,0.1,0.7,8.0,0.045974774531,0.203846575216,0.00880132936508,0.0222789040854,0.174769990981,0.278332364748,0.15625
82,0.1,0.723076923077,1.0,0.0610488455988,0.221336710191,0.010824040404,0.0295437396898,0.188856574675,0.294835769388,0.18025
83,0.1,0.723076923077,4.5,0.0183302092352,0.173203668084,0.0102995562771,0.0283455053555,0.131737266414,0.235569029134,0.102
84,0.1,0.723076923077,8.0,0.0362218885281,0.191260738217,0.00888911255411,0.0227604109277,0.165297821068,0.267876299663,0.1415
85,0.1,0.746153846154,1.0,0.0918873809524,0.243569648116,0.0102752705628,0.0262725170573,0.248416249098,0.332171213557,0.24625
86,0.1,0.746153846154,4.5,0.0350322655123,0.187347586999,0.00893310425685,0.0250950357465,0.155158743687,0.271785860751,0.1425
87,0.1,0.746153846154,8.0,0.0551150631313,0.215400395477,0.00853939033189,0.0227507052539,0.19162758658,0.291021073387,0.171
88,0.1,0.769230769231,1.0,0.00894261544012,0.155557816201,0.00957131132756,0.0251536422225,0.126992827381,0.238530102724,0.08825
89,0.1,0.769230769231,4.5,0.015744491342,0.170757673374,0.0101329599567,0.0261463820775,0.127948548882,0.240516346896,0.09675
90,0.1,0.769230769231,8.0,0.0060328517316,0.150463302423,0.00891700577201,0.0232430970755,0.113760344517,0.221181862841,0.08275
91,0.1,0.792307692308,1.0,0.0513909253247,0.211173098598,0.0107520616883,0.027750830213,0.198004487734,0.303876061865,0.1685
92,0.1,0.792307692308,4.5,0.0381043091631,0.195655043637,0.00858612373737,0.0230384567595,0.159139065657,0.269337909495,0.14425
93,0.1,0.792307692308,8.0,0.0426391396104,0.199492480593,0.00979068362193,0.0274524982158,0.176884659993,0.276521587945,0.15475
94,0.1,0.815384615385,1.0,0.038508517316,0.194198873417,0.00887543831169,0.0243796668001,0.163453262085,0.273055435414,0.14625
95,0.1,0.815384615385,4.5,0.00900430555556,0.15625974732,0.0104952705628,0.028221734999,0.122972148268,0.232876344126,0.09075
96,0.1,0.815384615385,8.0,0.0477498989899,0.204840945341,0.00863401695527,0.0216002068125,0.186573393759,0.286043085231,0.16475
97,0.1,0.838461538462,1.0,0.0432139880952,0.201981084237,0.00839635642136,0.021893049004,0.165525417569,0.273683886371,0.1505
98,0.1,0.838461538462,4.5,0.0155938131313,0.165280926409,0.0095786453824,0.0258859226838,0.141820338203,0.242323480678,0.1045
99,0.1,0.838461538462,8.0,0.0242836598124,0.17965786541,0.0125926623377,0.0368145231519,0.145173107864,0.257217916446,0.118
100,0.1,0.861538461538,1.0,-0.00100961399711,0.142968106705,0.010485,0.0267013522032,0.0988396780303,0.207804305778,0.0655
101,0.1,0.861538461538,4.5,0.0443580735931,0.202097050584,0.00826212301587,0.0225714182517,0.168557945527,0.277399725713,0.15475
102,0.1,0.861538461538,8.0,0.0246299404762,0.175832599944,0.00923939393939,0.0253767489252,0.143366785714,0.258710451058,0.121
103,0.1,0.884615384615,1.0,0.013081024531,0.16331518643,0.00834030483405,0.0214479463392,0.126459901696,0.231514181045,0.09525
104,0.1,0.884615384615,4.5,0.0399298304473,0.195153719015,0.0122327146465,0.0312333293014,0.169566974206,0.27930388339,0.1545
105,0.1,0.884615384615,8.0,0.0313779166667,0.188767166322,0.010671497114,0.0307880541292,0.170715435606,0.264810396465,0.132
106,0.1,0.907692307692,1.0,0.0278595400433,0.181925746891,0.0086633531746,0.0222004277261,0.162037099567,0.261837109581,0.129
107,0.1,0.907692307692,4.5,0.00967295454545,0.15854596777,0.0117613672439,0.0322338251587,0.11602035083,0.225689743738,0.09025
108,0.1,0.907692307692,8.0,0.0361754256854,0.190783757331,0.0113447077922,0.0306161102132,0.172332214105,0.269633210239,0.14275
109,0.1,0.930769230769,1.0,0.0316760876623,0.187083724123,0.00919750721501,0.0250718980695,0.160539442641,0.268786561319,0.13325
110,0.1,0.930769230769,4.5,0.0326747925685,0.19257285669,0.0103371861472,0.0267974880613,0.168617431457,0.268440252067,0.1315
111,0.1,0.930769230769,8.0,0.0263432305195,0.181279631882,0.0105475721501,0.0280159389809,0.160954167569,0.263411675208,0.1215
112,0.1,0.953846153846,1.0,0.0409411598124,0.197667393777,0.00906162878788,0.0254513950008,0.157719089105,0.27808623148,0.15075
113,0.1,0.953846153846,4.5,0.02669620671,0.183460061655,0.00901518939394,0.0237557499337,0.139694486833,0.252761276481,0.11825
114,0.1,0.953846153846,8.0,0.0564185750361,0.215692237941,0.0113527308802,0.029596471127,0.185081633297,0.289743290412,0.1735
115,0.1,0.976923076923,1.0,0.0756467965368,0.230879026769,0.0125777867965,0.0310563041185,0.221603867244,0.312771828249,0.21525
116,0.1,0.976923076923,4.5,0.0636440909091,0.217613110294,0.0079170508658,0.0217747250202,0.196210815296,0.300670827687,0.193
117,0.1,0.976923076923,8.0,0.0338617243867,0.191789514238,0.00864289862915,0.023967053583,0.151851671176,0.264607746469,0.13325
118,0.1,1.0,1.0,0.0670094462482,0.221550896778,0.00842230880231,0.0209272537625,0.200437337662,0.306865729629,0.2005
119,0.1,1.0,4.5,0.0417863726551,0.201137678773,0.00954206709957,0.0256997609719,0.178191407828,0.280784708582,0.14825
120,0.1,1.0,8.0,0.0279922763348,0.180778395908,0.00912579545455,0.0230316767544,0.144346001984,0.267991680151,0.12825
121,0.123076923077,0.1,1.0,0.0437466450216,0.203482518626,0.00798955808081,0.0225403130909,0.170841448413,0.277304505929,0.15225
122,0.123076923077,0.1,4.5,0.0846081114719,0.235295673374,0.00776102633478,0.0217286351284,0.225415001804,0.321504763563,0.23175
123,0.123076923077,0.1,8.0,0.0793267279942,0.230588682626,0.00788576479076,0.0221712271532,0.221754108947,0.320040747014,0.22625
124,0.123076923077,0.123076923077,1.0,0.0366546608947,0.193144343836,0.00798077200577,0.0222450994493,0.153818875361,0.273480181953,0.141
125,0.123076923077,0.123076923077,4.5,0.0702097204185,0.227691198787,0.00724867784993,0.0206494540777,0.217986494408,0.306009169809,0.20275
126,0.123076923077,0.123076923077,8.0,0.091579992785,0.241359138391,0.00740123196248,0.0210233622444,0.232303455087,0.323372177308,0.24425
127,0.123076923077,0.146153846154,1.0,0.0223139880952,0.174342764446,0.00851240800866,0.0239714631814,0.141533868146,0.247845325657,0.11475
128,0.123076923077,0.146153846154,4.5,0.0355159361472,0.191838562668,0.00844219877345,0.022501581456,0.1641360579,0.263837699514,0.138
129,0.123076923077,0.146153846154,8.0,0.0284511634199,0.18422525473,0.00820027236652,0.022503967485,0.153337530664,0.25713890894,0.12475
130,0.123076923077,0.169230769231,1.0,0.038171242785,0.198131079055,0.00817771464646,0.0235560145943,0.162250774711,0.268694944191,0.1395
131,0.123076923077,0.169230769231,4.5,0.116583688672,0.256142350016,0.00808988816739,0.0226026957456,0.285140137987,0.340860437281,0.2915
132,0.123076923077,0.169230769231,8.0,0.0483783856421,0.204286109629,0.00799315295815,0.0224314837803,0.185850176768,0.282166033879,0.1655
133,0.123076923077,0.192307692308,1.0,0.0434858964646,0.200055188422,0.00807790223665,0.0232918356492,0.165850017136,0.27838166742,0.15575
134,0.123076923077,0.192307692308,4.5,0.0418439989177,0.198792824416,0.0081260966811,0.0219191916232,0.172199785354,0.275784161501,0.15075
135,0.123076923077,0.192307692308,8.0,0.0522314736652,0.206666881073,0.00818125541126,0.0226771102859,0.193363419913,0.295461078036,0.17525
136,0.123076923077,0.215384615385,1.0,0.0424530537518,0.200227608985,0.00787271825397,0.0211417364899,0.163548327922,0.270782230967,0.14975
137,0.123076923077,0.215384615385,4.5,0.0424491829004,0.201193671207,0.00819263347763,0.023002153336,0.170888870851,0.274965323388,0.15175
138,0.123076923077,0.215384615385,8.0,0.0654711309524,0.221138179876,0.00776703823954,0.0214019092987,0.206271512446,0.301147457345,0.196
139,0.123076923077,0.238461538462,1.0,0.0613393434343,0.221536249279,0.00794551767677,0.0213273262807,0.188886430375,0.291846390057,0.1815
140,0.123076923077,0.238461538462,4.5,0.0421935082973,0.200069376681,0.00813458694084,0.0222817389714,0.165572598304,0.280157657041,0.15075
141,0.123076923077,0.238461538462,8.0,0.0717604996392,0.22277737973,0.00860538239538,0.0229604918392,0.228637984307,0.31669845769,0.2185
142,0.123076923077,0.261538461538,1.0,0.0427843416306,0.203139017741,0.00815823232323,0.0220332878473,0.161196814574,0.269463945705,0.145
143,0.123076923077,0.261538461538,4.5,0.0406860263348,0.196928416406,0.00880459415584,0.0243370459394,0.170951505231,0.276454307641,0.148
144,0.123076923077,0.261538461538,8.0,0.0342872113997,0.190977671319,0.00907473124098,0.0233020395304,0.157255735029,0.266640330293,0.13775
145,0.123076923077,0.284615384615,1.0,0.0290098178211,0.182291398147,0.00869080808081,0.0229602089095,0.155139736652,0.258792665607,0.128
146,0.123076923077,0.284615384615,4.5,0.0535458044733,0.208457266369,0.00788440295815,0.0227952526023,0.195909972944,0.289601305024,0.177
147,0.123076923077,0.284615384615,8.0,0.0289596500722,0.186560242517,0.0080232034632,0.0236571600089,0.138513639971,0.253578573442,0.1215
148,0.123076923077,0.307692307692,1.0,0.0806542748918,0.229879454169,0.00888742424242,0.0244619160682,0.230271590007,0.321851299749,0.235
149,0.123076923077,0.307692307692,4.5,0.097098538961,0.241722502514,0.00820184704185,0.0231305380883,0.255373497475,0.32866471798,0.26225
150,0.123076923077,0.307692307692,8.0,0.0441145761183,0.202303345749,0.00856321248196,0.0228967767606,0.1647575,0.276591306661,0.151
151,0.123076923077,0.330769230769,1.0,0.0209258152958,0.176342743612,0.00842987373737,0.023761230405,0.146480468074,0.247562036595,0.108
152,0.123076923077,0.330769230769,4.5,0.0772383892496,0.232790099463,0.00820650252525,0.0225100891573,0.205740715188,0.315363849469,0.21775
153,0.123076923077,0.330769230769,8.0,0.0621617550505,0.215985173163,0.00895258658009,0.0237743319539,0.205558571429,0.300099610589,0.1945
154,0.123076923077,0.353846153846,1.0,0.0383156637807,0.193536294046,0.00823578102453,0.0225758021923,0.164700690837,0.276758772007,0.14925
155,0.123076923077,0.353846153846,4.5,0.0244954184704,0.177210239156,0.00825430194805,0.0233017739381,0.146321688312,0.25613031583,0.12275
156,0.123076923077,0.353846153846,8.0,0.029721017316,0.182735779602,0.00828483946609,0.0225058676467,0.15483886544,0.261116384464,0.13125
157,0.123076923077,0.376923076923,1.0,0.0434368560606,0.197227416472,0.00808416666667,0.0216130545066,0.188427813853,0.278163388661,0.1605
158,0.123076923077,0.376923076923,4.5,0.0861120616883,0.235986609699,0.0080138474026,0.0229542544774,0.234937309704,0.320860052138,0.238
159,0.123076923077,0.376923076923,8.0,0.00727448953824,0.152793566286,0.008342747114,0.0232506896968,0.121781419553,0.224143388127,0.088
160,0.123076923077,0.4,1.0,0.0544468145743,0.211732181611,0.00793640873016,0.0228438012432,0.200259992785,0.289145790495,0.17575
161,0.123076923077,0.4,4.5,0.0474788221501,0.204776065833,0.00849236832612,0.0229056659486,0.170834079185,0.282317989889,0.16275
162,0.123076923077,0.4,8.0,0.0629278589466,0.218308117509,0.00848373015873,0.0231928823952,0.196402032828,0.300899384391,0.19525
163,0.123076923077,0.423076923077,1.0,0.0747670003608,0.2312475053,0.00773985930736,0.0225987634984,0.217948154762,0.303995400126,0.2115
164,0.123076923077,0.423076923077,4.5,0.0341046861472,0.193184880594,0.00841356782107,0.0226271805649,0.148068526335,0.257670982885,0.131
165,0.123076923077,0.423076923077,8.0,0.0375771139971,0.191420766355,0.00819409451659,0.022285148732,0.166215886544,0.272388320227,0.14425
166,0.123076923077,0.446153846154,1.0,0.0249627002165,0.181091956693,0.00878884199134,0.0239267372276,0.144325680916,0.250638284032,0.11525
167,0.123076923077,0.446153846154,4.5,0.0332787193362,0.188748399914,0.0103824693362,0.0282525812957,0.151623740981,0.26474157054,0.135
168,0.123076923077,0.446153846154,8.0,0.0536055212843,0.211768751029,0.00864878427128,0.023424311544,0.176747136544,0.290505638745,0.172
169,0.123076923077,0.469230769231,1.0,0.0413429906205,0.200621036463,0.00953829906205,0.0249571580671,0.171111529582,0.268615114806,0.14925
170,0.123076923077,0.469230769231,4.5,0.0167924242424,0.168465436954,0.00913909271284,0.0248282065647,0.12276440386,0.236419234974,0.1005
171,0.123076923077,0.469230769231,8.0,0.07176127886,0.225948194393,0.0084413474026,0.0241424791017,0.229780790043,0.312691562949,0.211
172,0.123076923077,0.492307692308,1.0,0.0313734433622,0.187546355516,0.00861032106782,0.025499477245,0.151604813312,0.259450748064,0.129
173,0.123076923077,0.492307692308,4.5,0.0354348088023,0.190423858688,0.00861029401154,0.0230536883557,0.16499925956,0.261604782308,0.1415
174,0.123076923077,0.492307692308,8.0,0.007166504329,0.153304208379,0.00859279220779,0.0221119913069,0.115775689033,0.223622896516,0.08625
175,0.123076923077,0.515384615385,1.0,0.0742359487734,0.225026444241,0.00853313492063,0.023082144206,0.228418045635,0.314533709268,0.22
176,0.123076923077,0.515384615385,4.5,0.0296614411977,0.181785518114,0.00858652417027,0.0239645512126,0.15667145653,0.258743488178,0.133
177,0.123076923077,0.515384615385,8.0,0.0933864556277,0.240904403507,0.00796073773449,0.0229122369464,0.24382347132,0.326443685272,0.25175
178,0.123076923077,0.538461538462,1.0,0.0525475324675,0.210277694236,0.00886268759019,0.0237240489365,0.18490851461,0.288766223639,0.17175
179,0.123076923077,0.538461538462,4.5,0.0334277435065,0.189290970351,0.0116392983405,0.0325663617472,0.166098575036,0.269104447018,0.13825
180,0.123076923077,0.538461538462,8.0,0.032520007215,0.18878364482,0.0102189448052,0.0284500590723,0.151303652597,0.265305622129,0.13325
181,0.123076923077,0.561538461538,1.0,0.058271031746,0.214554534234,0.0103716071429,0.0294881211783,0.192891447511,0.294279883558,0.183
182,0.123076923077,0.561538461538,4.5,0.0112212247475,0.161016707352,0.00972888708514,0.0259294741563,0.120005150613,0.237106691488,0.092
183,0.123076923077,0.561538461538,8.0,0.0315982972583,0.186572313161,0.00896064033189,0.0238156268876,0.156916277056,0.266853601227,0.134
184,0.123076923077,0.584615384615,1.0,0.0577960371573,0.214657795832,0.0101926515152,0.0268515494621,0.205559396645,0.305537409319,0.18325
185,0.123076923077,0.584615384615,4.5,0.0612057900433,0.219282776809,0.00879900252525,0.0252414970686,0.198859813312,0.294545225495,0.1865
186,0.123076923077,0.584615384615,8.0,0.069954208153,0.224245182033,0.00852888167388,0.0221750983644,0.21522514881,0.305631687355,0.206
187,0.123076923077,0.607692307692,1.0,0.0911495111833,0.24001207856,0.00802418109668,0.0220557073602,0.241956257215,0.323677501497,0.24625
188,0.123076923077,0.607692307692,4.5,0.0168334235209,0.166600089245,0.00917645562771,0.0260706728144,0.1350140864,0.239626599752,0.1055
189,0.123076923077,0.607692307692,8.0,0.0673357359307,0.225425189937,0.00886109307359,0.0250462033178,0.210657858947,0.298369148272,0.195
190,0.123076923077,0.630769230769,1.0,0.0641384036797,0.216691586826,0.00863946428571,0.0224472266404,0.197856902958,0.305556746342,0.19975
191,0.123076923077,0.630769230769,4.5,0.00970208874459,0.159649542785,0.00920869588745,0.0248082004191,0.112074041306,0.224344891001,0.086
192,0.123076923077,0.630769230769,8.0,0.029009215368,0.184458776433,0.00838885822511,0.0224363311124,0.153070376984,0.262402197394,0.1295
193,0.123076923077,0.653846153846,1.0,0.0863901821789,0.240720605887,0.0092355952381,0.0250261308542,0.233668984488,0.31871553419,0.233
194,0.123076923077,0.653846153846,4.5,0.0755523268398,0.225151691596,0.0088544011544,0.0230509603653,0.224417187049,0.32206061515,0.226
195,0.123076923077,0.653846153846,8.0,0.0642629238817,0.222338317327,0.00859696067821,0.0234249019611,0.195584829545,0.300342941415,0.19125
196,0.123076923077,0.676923076923,1.0,0.00242808261183,0.143240669211,0.00850096500722,0.0238490572871,0.117397519841,0.211129451569,0.0785
197,0.123076923077,0.676923076923,4.5,0.0477247366522,0.203820136947,0.0121588203463,0.0354551488344,0.188618584957,0.288117045416,0.1655
198,0.123076923077,0.676923076923,8.0,0.0598313131313,0.213635572734,0.00826376623377,0.0236019616598,0.198365320166,0.294065129556,0.18875
199,0.123076923077,0.7,1.0,0.0736800955988,0.228887527179,0.00840419733045,0.0237575591098,0.217016328463,0.305722010455,0.20875
200,0.123076923077,0.7,4.5,0.0655380537518,0.218562031935,0.00827773448773,0.0239461920748,0.204897447691,0.302586396769,0.20175
201,0.123076923077,0.7,8.0,0.0487672943723,0.205845889453,0.0119129707792,0.0338021246857,0.181504137807,0.287735465288,0.16725
202,0.123076923077,0.723076923077,1.0,0.0223796933622,0.177753545454,0.00859516233766,0.0226207082901,0.139716786616,0.248317253976,0.11225
203,0.123076923077,0.723076923077,4.5,0.0547958062771,0.21289044371,0.0085912987013,0.023263544667,0.186494209055,0.290535189477,0.175
204,0.123076923077,0.723076923077,8.0,0.0295942063492,0.184370075757,0.00870007756133,0.0226181694287,0.149829733045,0.262189068734,0.12975
